complaint_id,product,narrative
11389224,Checking or savings account,"XXXX XXXX, XXXX : I receive a message from a vendor that I do business with monthly, that my checks for 2 months ( returned to them on XX/XX/XXXX, and XX/XX/XXXX, check nos. XXXX and XXXX, respectively ) had been returned to them. 
-The checks were returned as "" Unable to locate account '' -I have written a check to this company, ( XXXX XXXX XXXX ) for more than 12 months, from the same checkbook series and had never had an issue with the checks being cashed. 
-I didn't receive any notice from my bank, Chase , that there were any issues. I only found out from this vendor showing me proof of returned checks that I had written. 
-I had a valid checking account with sufficient funds at the time these checks were deposited by the vendor. In fact, my account has been in good standing with never an overdraft in the past XXXX years that I have had this account ( starting way back with Washington Mutual , before they were acquired by Chase ). 
-I went to my local Chase bank branch and spoke with XXXX XXXX a Relationship Banker. He did some background research and agreed that this was a bank error, as he saw that my account was valid and had sufficient funds at the time the checks were deposited. He noted that the checks should've been cashed without issue and saw no reason why they were returned as "" unable to locate account '' -XXXX also noted that there was no indication in the bank system that the checks had ever been attempted to be processed or cashed to my account, hence the reason I never received any correspondence from Chase regarding this incident. 
XXXX checked to make sure that the checks were legible and clear for the machine to read. The checks were absolutely clear and legible, with every number and letter being clearly visible. 
-I asked XXXX for a reimbursement of {$50.00} ( {$25.00} each ) that my vendor 's bank charged them for the returned checks, which they then passed onto me. 
XXXX called his higher level resource, Chase 's Corporate Back Office for Disputes , to try to clear this up for me and get me the reimbursement that he agreed I should be entitled to. He spoke to someone named XXXX XXXX. 
-This phone call was very frustrating, because XXXX was not comprehending what the issue was. As this was a complex issue that required visually seeing a copy of the returned check to make sense, XXXX asked no less than twice for him to send XXXX a copy of the check so that he could see that Chase Bank returned checks as "" unable to locate account '', although my account was clearly locatable and valid at the time. XXXX declined each time to receive a copy of the image so he can see for himself what is going on. 
-Again, there is no indication on my account that these checks were ever attempted to process to my account, so there's no information available on my account. You'd have to see copies of the checks that were returned to the vendor 's bank, which shows that Chase failed to cash or attempt to cash checks from a valid account with sufficient funds. 
XXXX sat with XXXX for over an hour and saw that XXXX was suggesting completely irrational suggestions as a result of his lack of understanding of the issue ( One of the ideas he suggested : I put a stop payment on the checks which had already been returned to the vendor 's bank, at a cost of {$35.00} each to me, total {$70.00}, so Retail Dept can look at them and research, and MAYBE I'd be able to get my money back. Toinvestigate checks written out for {$15.00} and {$31.00} ). 
-Finally, XXXX looked at me and told me this was going nowhere to which I agreed. He ended the call with XXXX and suggested that I write an email to Chase instead through the app under "" Secure Messages '', and try to get this escalated. This is what I did. Please see attached for pictures of my communication through the app. 
-In essence, I am told "" sorry of the inconvenience, it's so weird this happened because we can see that your account was valid and had sufficient funds at the time of the deposits and should have been cashed with no problem. It looks like there was an error on our end, but unfortunately, there is nothing we can do to reimburse you. We'll share this with higher ups so something like this doesn't happen again. 
-No accountability for botching up the handling of my checking account, which led to financial consequences to me through the bank 's error."
10174680,Checking or savings account,"On XX/XX/2024, I received a check from Bank of America that was from the closure of my prepaid Bank of America XXXX  card account issued from XXXX XXXX XXXX XXXX. Upon receiving this check, I went to a local Bank of America branch to cash the check which was also issued from Bank of America. I was told by the bank representative that, since I was NOT a member of the bank, they could attempt to cash the check however, there are limits to the amount allowed to cash for non members and, I would not know what the amount would be until after the check gets ran thru a machine which will spray ink all over the check and could ( would ) prevent me from cashing the check somewhere else if they weren't able to cash it at that time.

I asked if there was any other option and the bank teller informed me that I could open an account, become a member then I could cash the check without the limit or possibility of not being able to cash it.

I agreed to open the account. However, I was then told that while submitting my application to open a checking account, the system used at the branch was returning a "" alert '' on my profile that would need to be cleared in order for me to open the account.

The bank representative and I called the fraud department which was the department listed on this alert to contact. The phone number was ( XXXX ) XXXX. 

We spoke to several different agents a total of approximately 10 times and were informed that the alerts that were on my account were cleared. They were due to the monthly maintenance fee for a checking account I had opened 4 years prior and never used the account so, Bank of America closed the account but charged me the monthly maintenece fee even tho I had never used the account.

The agent in the fraud department cleared this alert stating I would now be able to open an account without any issues and cash my check. However, the system wasn't clearing the alert properly for the local branch and their computer system to continue with opening of the account.

The bank tellers would not assist me any futher for no reason other than "" there is an alert that needs to be cleared ''.

Again, the fraud department has cleared all alerts and they said I AM APPROVED TO OPEN A NEW ACCOUNT!

After contacting several managers of Bank of America and attempts in multiple ways to satisfy this matter ( whatever it is ) I was not given any options. The employees seemed careless and just wanted to move on to the next customer without helping me or resolving the problem.

I want to be able to take my BANK OF AMERICA CHECK into a local BANK OF AMERICA and cash it!

I also want to be able to open an account especially when I am not able to because of an alert that HAS BEEN CLEARED!

I feel like I am being discriminated against or treated with unfair and unethical practices."
11156501,Checking or savings account,XX/XX/XXXX thru XX/XX/XXXX including XXXX XXXX XXXX and deposit were directed to other XXXXXXXX XXXX XXXX XXXX XXXX XXXXXXXX with prior work history of {$21000.00} a yr.
9391633,Checking or savings account,I went into Wells Fargo bank to cash a check for {$1100.00} dollars on XX/XX/year>. Then on XX/XX/XXXX they withdrawled {$1100.00} from my checking account stating there was a glitch in there system and the check was never cashed. I got a copy of they cashed check to show them and they still blame it on a glitch.i could understand if I deposited the check into my account and then they withdraw it but they didnt. I have a canceled check in my hands but they still took my money out of my account. I dont see how you can pull money out of someones account when they never deposited anything. They are stealing XXXX dollars from me and wont give it back they keep blaming a error in their computer system.
12531235,Checking or savings account,"I am not satisfied from the response that I receive, why does he needs to call his bank to ask for the money back that was deposited to my account.. this will look Fraud on my credit report.. there is no Fraud or anything on this transaction.. XXXX XXXX is a deceased person.. now how can I get the money that was deposited to my account?"
11253530,Checking or savings account,"My car was broken into and my wallet and my tablet was stolen. There was multiple unauthorized charges made with my chime debit card and after uploading a copy of the police report verifying my claim, chime denied it and said it was made using chat got and that is false."
10773610,Checking or savings account,"On XXXX XXXXXX/XX/XXXX, Wells Fargo called me and denied my claim for a fraudulent XXXX  Transaction of {$3600.00} to payee from XXXX XXXX XXXX XXXXXXXX XXXX. Some one from Wells Fargo, located in XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX phone called me in XXXX minutes just to say I or Someone had my authority made the XXXX  transaction and that not their fault. 
XXXX. I called Wells Fargo on XX/XX/XXXX immediately to report of UNAUTHORIZED BILL PAY TRANSACTION made on XX/XX/XXXX and still pending. 
They said that electronic can not be stopped. 
And they claimed that they could not set up a conference call with the payee. 
They just let it go. 
XXXX. I report at the same day on XX/XX/XXXX the second time to close the Checking Account ending in XXXX. And the representitive on the phone create a new Checking Account ending in XXXX then transfered all my money to XXXX account, also offered to give free new Check Book. 
At that time XXXX XXXX transaction still pending. XX/XX/XXXX I checked new account ending in XXXX still had all my money. XX/XX/XXXX unauthorized XXXX XXXX XXXX delievered. I lost {$3600.00}. 
They lied about the delivery on XX/XX/XXXX. 
They did not contact the XXXXXXXX XXXX and the payee to have a conference. 

All Wells Fargo tried to do is sending out letters everytime for every claim that "" The transaction was made through a secure online banking session by you or someone who had authority and that no other processing error occured. '' The question is how to protect consumer? 

Please help me. 

Thank you very much."
8460483,Checking or savings account,"Re : : Gemini account, I have held a gemini crypto account for several years. I often travel and work around the globe. In XX/XX/2023 I logged into my gemini account from overseas. 

After my travel, I noticed my account had been frozen. Gemini has asked for photo verification, bills, and now its asking for Specific details about my travel and overseas work contracts, etc. 

This seems rather invasive and I am reluctant to handover my travel information ( I gave them copies of my bills ) I have made many inquiries as to the progress and either no response or form letters. 

As stated, this lack of access to my account has gone on since XX/XX/2023 with no resolution. 

Your help is greatly appreciated as this feels fraudulent, and I no longer have access to my funds"
9582324,Checking or savings account,On XX/XX/XXXX my account was placed on a hold and was set to be closed on XX/XX/XXXX. I spoke with a representative from my branch at US bank and they told me that they contacted the back office and they werent able to provide them with any information. I had a tax return deposited into my account in between XX/XX/XXXX - XX/XX/XXXX in the amount of {$4900.00}. They told me they couldnt release my funds to me because of the hold. I was told by the representative of my bank that it was a type XXXX hold and I should have access to my funds through a cashiers check but that never happened.
11804196,Checking or savings account,XXXX transfers refunds for incorrect accounts some of the transfers were made to incorrect accounts and bank never gave warning that money would not be able to refund
9022790,Checking or savings account,"My debit card was sucked in by an ATM while on visit in XXXX, I no longer had access to the card. It was used for unauthorized transactions on XX/XX/XXXX - XXXX of {$3000.00}. 

I followed the process for claims with Bank of America, and they rejected the claims and refused to pay"
9728398,Checking or savings account,"I deposited a cbeck through the Wells Fargo atm on XXXX at which time I was alerted the funds would be available on XXXX. On XXXX I saw the check was posted but Wells Fargo did not post the funds to my account- over the course of XXXX to XXXX days ( XXXX ) Wells Fargo repeatedly lied to me as to why the funds were being withheld- even claiming possible fraud on the check writers part and to call her bank- her bank said there was no problem on her account and on XXXX XXXX XXXX told her that Wells Fargo had the funds from her account as of XXXX XXXX so Wells Fargo got the funds from the check the day after I deposited the check but claimed they did not, sending me a letter stating suspicious activity or the like as the reason for withholding the funds although the check showed posted. Wells Fargo maintained the stance of not yet having the funds so the lady who issued the check went back to the bank to get me a cashier check and thats when she found out Wells Fargo already had the funds from her bank but just didnt release the funds to my account. This whole time- Wells Fargo kept maintaining that the check had not been funded - there was a legitimate hold and they were not going to have the funds until XX/XX/24 Wells Fargo is no stranger to fraudulent and unnecessary withholding of funds ( last class action was last year ) and it seems they are still operating in Bad Faith And unlawfully withheld funds that they already got paid for by the check writers bank. Wells Fargo willfully engaged in this unlawful business practice even though they just lost a class action lawsuit for the very same offense. I would like to persue legal actions against Wells Fargo and I am reporting this repeat violation on their part."
8182062,Checking or savings account,"- I opened a bank account with Laurel Road Bank - After months of having only small deposits, I made a larger XXXX  deposit of XXXX XXXXXXXX on XX/XX/XXXX. 
- I XXXX  Laurel Road and found a litany of complaints on XXXX from users saying Laurel Road suddenly froze/canceled their account but did not return their money, or at that point, they had not received their funds returned. 
- On XX/XX/XXXX, I received a letter from Laurel Road stating they were "" ending their relationship with me '' although there were no clear examples of why. 
- On XX/XX/XXXX I called their Customer Service, speaking to XXXX, about my case. I was told my account had been closed by them, and funds would be dispersed back to the original bank, but she could not give me a time frame, only that it wouldn't be "" months or years. '' I asked for a copy of my transactions and was told she could not provide me that. I asked for my account number and she told me she could not provide that over the phone ( but they don't have brick and mortar locations ). I was told my originating bank could send an "" ACH Return Letter '' to them to speed up the process, and that there was no other information I needed to include on the letter. 
- On XX/XX/XXXX I spoke with my originating, long-time bank, XXXX. They said they'd never heard of such letters, but did try to help me by attempting to dispute the transaction. 

Something is happening at XXXX XXXX, owned by Key Bank. Please look into this and help us get our money back! There are many others on XXXX saying they experienced the same thing with Laurel Road : XXXX XXXX XXXX XXXX"
9989838,Checking or savings account,"On XX/XX/XXXX I realized that I am not able to access my HSBC mobile app. I called the bank hotline number. The bank representative told me that it is a bank misunderstanding and that he fixed everything. On XX/XX/XXXX I tried to log in to check my account balances but I got a message saying "" user suspended ''. I called the bank again. They couldn't explain the reason but said that I didn't provide some information. I ask what information they are referring to. They couldn't answer but said that they will escalate the issue. 

I find it unacceptable and illegal for a bank to block access to my accounts without any justification. I haven't done any transactions. I am just keeping my money on CD accounts. 

Please make sure that the bank does not block my accounts anymore."
8996386,Checking or savings account,"in XX/XX/2023 my daughter and I opened a account at Citibank account # XXXX the deposit was a XXXX disbursement check of {$10000.00} from XXXX XXXX from my XXXX account. 

Citibank closed the account stating possible fraud. I made a CFPB complaint # XXXXbecaue I never got my money back and that complaint was closed because the bank said the check was returned ( not deposited/cashed ) HOWEVER XXXX XXXX my XXXX provider shows the check cashed and provided me with a copy of the cashed check. I need my money returned to me and I need them to include my email on all correspondence as it is my check and my account XXXX XXXX"
8625994,Checking or savings account,"I got a number of calls from people saying someone was trying to steal money from my XXXX account. Then someone claiming to be with the Billing Team/Fraud Protection from Chase bank called me and said his name was XXXX ( XXXX XXXX XXXX . XXXX told me that I had to move the money that was currently in my Chase bank accounts into other accounts to keep the money safe. He said that he would give me the new account information when I got to the bank. He stayed on the phone with me all day on XXXX  and XXXX  ( XX/XX/XXXX and XXXX ). He told me that I couldn't tell the bank tellers or anyone exactly what we were doing because this wasn't usually how they handled fraud situations, but it was the most expedient way to keep my money safe. 
On XX/XX/XXXX, I went to the Chase Bank in XXXX. XXXX ( on the phone ) told me to withdraw XXXX dollars from my checking account, which I did. The bank tellers asked me if someone was forcing me to do this, and I told them "" no, '' because XXXX had told me not to tell anyone. XXXX was on the phone with me the entire time. He told me not to hang up. The bank tellers did not ask any more questions. 
Then XXXX told me to go to a XXXX XXXX machine and deposit {$1000.00} into an account that he would send me. I went to a XXXX XXXX machine at a XXXX XXXX and deposited the money. He told me that I needed to go to a different Chase bank than the first bank and deposit the rest of the money into an account that he would give me. 
I went to a Chase Bank on XXXX XXXX and deposited the rest money into an account called XXXX XXXX XXXX XXXX. 
XXXX then told me to go to a different Chase bank to make another withdrawal and deposit. I went to Chase bank on XXXX XXXX XXXX and withdrew XXXX dollars from my checking account and then deposited {$6500.00} into the XXXX XXXX XXXX XXXX Again, the tellers asked me if anyone was forcing me to do this, and I said no. XXXX was on the phone this whole time. They did not ask any other questions. In total, I withdrew XXXX dollars on XX/XX/XXXX. 
On the next day, XX/XX/XXXX, XXXX called me again and told me to withdraw the rest of the money in my accounts in cash, which I did. The total withdrawal amount was {$20000.00}. I withdrew this from the Chase on XXXX XXXX. The bank teller did not ask me any questions about this. XXXX was on the phone with me during this transaction as well. 
XXXX sent a "" courier '' to my house who collected {$20000.00} dollars, which I was told would be placed into my new secure accounts. I recognize now that this was a scam. I wish there had been more checks in place when I was withdrawing large sums of money from Chase in a short time frame."
8738416,Checking or savings account,"I closed my account back last year because Marcus would not transfer my money back to my original bank account. On XX/XX/2023, I called Marcus to change my address and send my 1099-int form to my corrected address. However, they still sent to my old address. On XXXX, I called again and the same thing happened to me again. I had to update my address again and so forth. The terrible thing is I called Marcus back in XXXX, XXXX, XXXX, respectively. They never updated my address and I would not be able to get my 1099 int at all. The same process happens, they say they had updated tmy address, then they mail to the old address again, I had to call to confirm, and update my address five times now, the mail still goes to the old address. There was no way to update my address and get my 1099.

I called in to unllock my closed account in order to assess my 1099 form. They will transfer me to a specialist, and confirm my phone number ( three phone numbers ) and the specialist said that they would not unlock my account. Then they transfer me to another person who can help me get my 1099. That person had to transfer me again to a specialist who can unlock my account. The specialist will not be able to unlock my account. In the end, the issue never resolves."
11582711,Checking or savings account,"I am writing to file a complaint against Navy Federal credit union regarding multiple overdraft fees I have incurred. Despite having sufficient funds when transactions were authorized I was charged fees due to lagged posting of charges and credits. This issue aligns with the recent CFPB findings against Navy Federal for similar practices, where a transaction settled with insufficient balances, despite initially available funds. I believe this practices are unfair and request an investigation into my account transactions."
8164604,Checking or savings account,"On XX/XX/XXXX, I established a checking account with U.S. Bank after receiving an invitation from their ads, accompanied by a {$400.00} new account promotion bonus code. Following the provided instructions, I initiated the initial deposit of {$100.00} and arranged for a direct deposit to meet the requirement of a total direct deposit of {$4000.00} within XXXX  days from the account opening date. The direct deposit originated from my workplace, where I was employed at XXXX XXXX XXXX  at that time. 

XX/XX/XXXX {$7800.00} XX/XX/XXXX {$2200.00} XX/XX/XXXX {$2200.00} XX/XX/XXXX {$2200.00} XX/XX/XXXX {$2400.00} XX/XX/XXXX {$2400.00} XX/XX/XXXX {$2400.00} XX/XX/XXXX {$5400.00} XX/XX/XXXX {$2400.00} XX/XX/XXXX {$2400.00} XX/XX/XXXX {$4000.00} Despite having a total direct deposit of {$36000.00} into my account, I did not receive the promised promotion bonus. I contacted the bank several times since XXXX, requesting an investigation into the matter. During each call, I had to clarify that my workplace was XXXX XXXX XXXX, causing my direct deposits to appear as XXXX rather than direct deposits in their system. The representative assured me that a case was created, but when I inquired about a case number, I was informed that only follow-up calls could track the status with no specific tracking number provided. 

The U.S. Bank neglected to address their issue, necessitating multiple follow-ups on my part. They failed to initiate an investigation to rectify the situation. Ive retained the account solely due to the promotional bonus because of the pending status, which also incurs a monthly maintenance fee. Despite my requests, the bank refused to correct the fee discrepancy. It appears the bank has engaged in misleading advertising, and I strongly suspect others may encounter similar issues."
9319391,Checking or savings account,I have provided all necessary documents at least 3-4 times this year and 1 last year. I have had to make 3 different accounts at XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  they have blocked all access to all 3 accounts after I sent in the required information all 3 times. In this case it is a form of retaliation and I ask that this matter be looked into.
8576467,Checking or savings account,"Successfully withdrew {$300.00} from ATM on XX/XX/year>. Tried to withdraw another {$300.00} right away however ATM rebooted, gave me a receipt but didn't give out the cash. ATM debited a second {$300.00} from my account but it failed to provide the money. I only got the cash for the first {$300.00} transaction. 

I called ATM company right away but they told me to call the bank. I called the bank but they asked me to call back next day. Called next day and submitted a dispute. 

Received an email on XX/XX/XXXX that they are declining my dispute. I called same day to appeal and request evidence of their investigation, was told they would submit my request but I never heard back. 

I never got the second {$300.00} and bank is refusing to provide me the money back and has failed to provide documentation as evidence as to why they are declining my dispute."
10020555,Checking or savings account,"Dear CFPB, I am writing to formally file a complaint against Bank of America regarding their handling of a wire fraud incident and the unjustified freezing of my business account. 
Account Information : Business Name XXXX XXXX XXXX XXXX XXXX Account Number : XXXX Account Holder : XXXX XXXX XXXX XXXX and Issues : XXXX. Wire Fraud Incident : On XX/XX/2024, I mistakenly wired {$100000.00} to Counsel Sure at XXXX XXXX  in Florida due to receiving incorrect wire instructions from a fraudulent email impersonating the intended recipients bank. Despite my persistent efforts to rectify this issue, Bank of America has failed to provide a formal response or take satisfactory action. I have attached a copy of the wire transfer for your reference. 
XXXX. Request for Action : On XX/XX/2024, I submitted a formal written request for a certified copy of the wire transfer confirmation and demanded actions to recall the funds to XXXX XXXX XXXX, Branch Manager at the XXXX, CA branch. Despite my XXXX banking relationship with Bank of America XXXX XXXX XXXX indicated that the matter was beyond his control and no further assistance could be provided. I have included a copy of this letter with XXXX XXXX 's signature acknowledgment, dated and with contact information. 
XXXX. Affidavit of Facts : To further affirm the unresolved issue and the negligence on the part of Bank of America, I have attached a notarized Personal Affidavit of Facts, signed on XX/XX/2024. 
XXXX. Unjustified Freezing of Account : On XX/XX/2024, Bank of America froze my business checking account without providing any explanation or justification. Despite contacting the Bank of America Fraud Department on XX/XX/2024, XXXX, a Customer Service Representative, informed me that they would not discuss the reasons for the account freeze or provide an estimated resolution time. This has effectively left my funds inaccessible and my business operations severely impacted."
11941093,Checking or savings account,"XXXX ) On XXXX  XX/XX/year>, Transfer of XXXX $ to another bank denied. 
XXXX ) On XXXX  XX/XX/year>, Credit card payment of XXXX $ is denied because savings account is frozen. 
XXXX ) Text XXXX goldman sachs support on Monday XX/XX/year>. No help but told to call XXXX XXXX ) Called XXXX on XXXX  XX/XX/year>, No reason given but account has flag and under security review. 
XXXX ) Called XXXX on XXXX  XX/XX/year>, No reason given but account has flag and case was created for security review."
